2017-05-04 23:56:45 26.8℃ 43.4％ 1019.83hPa
2017-05-05 14:40:34 30.1℃ 29.4％ 1015.56hPa
2017-05-05 14:40:56 30.1℃ 29.4％ 1015.50hPa
2017-05-05 14:41:21 30.1℃ 29.4％ 1015.54hPa
2017-05-05 14:41:43 30.1℃ 29.4％ 1015.51hPa
2017-05-05 14:42:05 30.1℃ 29.4％ 1015.52hPa
2017-05-05 14:42:28 30.1℃ 29.4％ 1015.49hPa
2017-05-05 14:42:53 30.2℃ 29.4％ 1015.53hPa
2017-05-05 14:43:15 30.1℃ 29.4％ 1015.54hPa
2017-05-05 14:43:37 30.0℃ 29.5％ 1015.58hPa
2017-05-05 14:44:02 30.0℃ 29.6％ 1015.46hPa
2017-05-05 14:44:24 30.0℃ 29.6％ 1015.51hPa
2017-05-05 14:44:47 30.1℃ 29.6％ 1015.46hPa
2017-05-05 14:45:11 30.0℃ 29.6％ 1015.48hPa
2017-05-05 14:45:34 30.1℃ 29.6％ 1015.43hPa
2017-05-05 14:45:56 30.0℃ 29.7％ 1015.44hPa
2017-05-05 14:46:18 30.0℃ 29.7％ 1015.45hPa
2017-05-05 14:46:41 30.0℃ 29.7％ 1015.44hPa
2017-05-05 14:47:03 30.0℃ 29.7％ 1015.46hPa
2017-05-05 14:47:25 30.1℃ 29.7％ 1015.49hPa
2017-05-05 14:47:48 30.1℃ 29.8％ 1015.45hPa
2017-05-05 14:48:10 30.1℃ 29.8％ 1015.41hPa
2017-05-05 14:48:32 30.1℃ 29.8％ 1015.46hPa
2017-05-05 14:48:54 30.1℃ 29.8％ 1015.36hPa
2017-05-05 14:49:19 30.0℃ 30.6％ 1015.41hPa
2017-05-05 14:49:42 30.2℃ 30.9％ 1015.37hPa
2017-05-05 14:50:04 30.2℃ 30.7％ 1015.40hPa
2017-05-05 14:50:26 30.2℃ 30.2％ 1015.39hPa
2017-05-05 14:50:49 30.2℃ 29.9％ 1015.42hPa
2017-05-05 14:51:13 30.2℃ 29.8％ 1015.38hPa
2017-05-05 14:51:36 30.3℃ 29.7％ 1015.39hPa
2017-05-05 14:51:58 30.2℃ 29.7％ 1015.40hPa
2017-05-05 14:52:20 30.2℃ 29.6％ 1015.34hPa
2017-05-05 14:52:43 30.3℃ 29.6％ 1015.45hPa
2017-05-05 14:53:05 30.2℃ 29.6％ 1015.42hPa
2017-05-05 14:53:27 30.3℃ 29.6％ 1015.33hPa
2017-05-05 14:53:49 30.3℃ 29.6％ 1015.33hPa
2017-05-05 14:54:11 30.3℃ 29.5％ 1015.37hPa
2017-05-05 14:54:34 30.3℃ 29.5％ 1015.39hPa
2017-05-05 14:55:01 30.4℃ 29.4％ 1015.39hPa
2017-05-05 14:55:23 30.3℃ 29.4％ 1015.38hPa
2017-05-05 14:55:45 30.3℃ 29.4％ 1015.39hPa
2017-05-05 14:56:08 30.4℃ 29.4％ 1015.38hPa
2017-05-05 14:56:30 30.4℃ 29.4％ 1015.33hPa
2017-05-05 14:56:52 30.4℃ 29.4％ 1015.35hPa
2017-05-05 14:57:15 30.4℃ 29.4％ 1015.34hPa
2017-05-05 14:57:37 30.4℃ 29.4％ 1015.30hPa
2017-05-05 14:57:59 30.5℃ 29.6％ 1015.38hPa
2017-05-05 14:58:22 30.4℃ 29.9％ 1015.31hPa
2017-05-05 14:58:44 30.4℃ 30.2％ 1015.36hPa
2017-05-05 14:59:06 30.3℃ 30.2％ 1015.33hPa
2017-05-05 14:59:29 30.5℃ 29.9％ 1015.35hPa
2017-05-05 14:59:51 30.5℃ 29.7％ 1015.35hPa
2017-05-05 15:00:13 30.4℃ 29.5％ 1015.34hPa
2017-05-05 15:00:35 30.4℃ 29.5％ 1015.27hPa
2017-05-05 15:00:58 30.4℃ 29.5％ 1015.33hPa
2017-05-05 15:01:20 30.4℃ 29.6％ 1015.32hPa
2017-05-05 15:01:42 30.4℃ 29.7％ 1015.21hPa
2017-05-05 15:02:05 30.4℃ 29.8％ 1015.29hPa
2017-05-05 15:02:27 30.4℃ 29.7％ 1015.32hPa
2017-05-05 15:02:49 30.4℃ 29.8％ 1015.34hPa
2017-05-05 15:03:14 30.3℃ 29.8％ 1015.33hPa
2017-05-05 15:03:39 30.3℃ 29.8％ 1015.36hPa
2017-05-05 15:04:01 30.4℃ 29.8％ 1015.18hPa
2017-05-05 15:04:26 30.4℃ 29.8％ 1015.21hPa
2017-05-05 15:04:48 30.4℃ 29.7％ 1015.30hPa
2017-05-05 15:05:11 30.5℃ 29.7％ 1015.29hPa
2017-05-05 15:05:33 30.4℃ 29.7％ 1015.31hPa
2017-05-05 15:05:55 30.4℃ 29.6％ 1015.28hPa
2017-05-05 15:06:18 30.4℃ 29.6％ 1015.24hPa
2017-05-05 15:06:40 30.4℃ 29.6％ 1015.22hPa
2017-05-05 15:07:02 30.4℃ 29.6％ 1015.22hPa
2017-05-05 15:07:25 30.4℃ 29.6％ 1015.19hPa
2017-05-05 15:07:47 30.4℃ 29.6％ 1015.23hPa
2017-05-05 15:08:09 30.4℃ 29.6％ 1015.23hPa
2017-05-05 15:08:32 30.4℃ 29.6％ 1015.20hPa
2017-05-05 15:08:54 30.4℃ 29.6％ 1015.21hPa
2017-05-05 15:09:16 30.4℃ 29.6％ 1015.23hPa
2017-05-05 15:09:39 30.4℃ 29.7％ 1015.21hPa
2017-05-05 15:10:01 30.4℃ 29.7％ 1015.23hPa
2017-05-05 15:10:23 30.5℃ 29.7％ 1015.20hPa
2017-05-05 15:10:45 30.4℃ 29.7％ 1015.19hPa
2017-05-05 15:11:08 30.6℃ 29.7％ 1015.28hPa
2017-05-05 15:11:30 30.5℃ 29.7％ 1015.28hPa
2017-05-05 15:11:52 30.4℃ 29.7％ 1015.14hPa
2017-05-05 15:12:14 30.5℃ 29.7％ 1015.16hPa
2017-05-05 15:12:37 30.5℃ 29.7％ 1015.19hPa
2017-05-05 15:12:59 30.5℃ 29.6％ 1015.20hPa
2017-05-05 15:13:21 30.5℃ 29.6％ 1015.17hPa
2017-05-05 15:13:49 30.5℃ 29.6％ 1015.23hPa
2017-05-05 15:14:11 30.6℃ 29.5％ 1015.20hPa
2017-05-05 15:14:33 30.6℃ 29.6％ 1015.09hPa
2017-05-05 15:14:56 30.6℃ 29.7％ 1015.12hPa
2017-05-05 15:15:18 30.5℃ 29.7％ 1015.16hPa
2017-05-05 15:15:40 30.6℃ 29.8％ 1015.24hPa
2017-05-05 15:16:02 30.6℃ 29.8％ 1015.05hPa
2017-05-05 15:16:25 30.6℃ 29.8％ 1015.19hPa
2017-05-05 15:16:47 30.6℃ 29.8％ 1015.22hPa
2017-05-05 15:17:09 30.6℃ 29.8％ 1015.19hPa
2017-05-05 15:17:32 30.5℃ 29.8％ 1015.09hPa
2017-05-05 15:17:54 30.7℃ 29.8％ 1015.13hPa
2017-05-05 15:18:16 30.6℃ 29.8％ 1015.08hPa
2017-05-05 15:18:39 30.6℃ 29.7％ 1015.18hPa
2017-05-05 15:19:01 30.7℃ 29.8％ 1015.13hPa
2017-05-05 15:19:23 30.6℃ 29.8％ 1015.11hPa
2017-05-05 15:19:45 30.7℃ 29.8％ 1015.13hPa
2017-05-05 15:20:08 30.7℃ 29.8％ 1015.15hPa
2017-05-05 15:20:30 30.7℃ 29.8％ 1015.13hPa
2017-05-05 15:20:52 30.7℃ 29.8％ 1015.08hPa
2017-05-05 15:21:15 30.8℃ 29.7％ 1015.09hPa
2017-05-05 15:21:37 30.8℃ 29.7％ 1015.13hPa
2017-05-05 15:21:59 30.7℃ 29.7％ 1015.14hPa
2017-05-05 15:22:21 30.8℃ 29.7％ 1015.10hPa
2017-05-05 15:22:44 30.7℃ 29.7％ 1015.05hPa
2017-05-05 15:23:06 30.8℃ 29.7％ 1015.06hPa
2017-05-05 15:23:28 30.9℃ 29.7％ 1015.05hPa
2017-05-05 15:23:51 30.8℃ 29.7％ 1015.05hPa
2017-05-05 15:24:13 30.9℃ 29.7％ 1015.04hPa
2017-05-05 15:24:35 30.8℃ 29.6％ 1015.06hPa
2017-05-05 15:25:00 30.8℃ 29.6％ 1015.10hPa
2017-05-05 15:25:22 30.9℃ 29.6％ 1015.08hPa
2017-05-05 15:25:45 30.9℃ 29.6％ 1015.07hPa
2017-05-05 15:26:07 30.9℃ 29.6％ 1015.04hPa
2017-05-05 15:26:29 31.0℃ 29.6％ 1015.11hPa
2017-05-05 15:26:52 30.9℃ 29.6％ 1015.06hPa
2017-05-05 15:27:14 30.8℃ 29.6％ 1015.07hPa
2017-05-05 15:27:36 31.0℃ 29.6％ 1015.06hPa
2017-05-05 15:27:59 31.0℃ 29.6％ 1015.10hPa
2017-05-05 15:28:23 30.9℃ 29.5％ 1015.05hPa
2017-05-05 15:28:48 31.0℃ 29.5％ 1015.10hPa
2017-05-05 15:29:10 31.0℃ 29.5％ 1015.09hPa
2017-05-05 15:29:38 31.0℃ 29.4％ 1015.07hPa
2017-05-05 15:30:00 30.9℃ 29.4％ 1015.11hPa
2017-05-05 15:30:22 31.0℃ 29.4％ 1015.08hPa
2017-05-05 15:30:45 31.1℃ 29.4％ 1015.10hPa
2017-05-05 15:31:07 31.0℃ 29.4％ 1015.06hPa
2017-05-05 15:31:29 31.0℃ 29.4％ 1015.04hPa
2017-05-05 15:31:52 31.0℃ 29.4％ 1015.07hPa
2017-05-05 15:32:14 31.0℃ 29.4％ 1015.01hPa
2017-05-05 15:32:36 31.0℃ 29.3％ 1015.09hPa
2017-05-05 15:32:59 30.9℃ 29.3％ 1015.08hPa
2017-05-05 15:33:21 31.1℃ 29.3％ 1015.04hPa
2017-05-05 15:33:43 31.1℃ 29.3％ 1015.10hPa
2017-05-05 15:34:08 31.0℃ 29.2％ 1015.05hPa
2017-05-05 15:34:30 31.0℃ 29.2％ 1015.06hPa
2017-05-05 15:34:53 31.1℃ 29.2％ 1015.10hPa
2017-05-05 15:35:15 31.1℃ 29.2％ 1015.02hPa
2017-05-05 15:35:37 31.1℃ 29.2％ 1015.17hPa
2017-05-05 15:36:04 31.1℃ 29.2％ 1015.07hPa
2017-05-05 15:36:27 31.1℃ 29.1％ 1015.04hPa
2017-05-05 15:36:49 31.1℃ 29.1％ 1015.08hPa
2017-05-05 15:37:11 31.1℃ 29.1％ 1015.12hPa
2017-05-05 15:37:33 31.2℃ 29.1％ 1015.05hPa
2017-05-05 15:37:58 31.1℃ 29.1％ 1015.04hPa
2017-05-05 15:38:23 31.1℃ 29.1％ 1015.01hPa
2017-05-05 15:38:45 31.1℃ 29.1％ 1015.01hPa
2017-05-05 15:39:08 31.2℃ 29.1％ 1015.03hPa
2017-05-05 15:39:30 31.1℃ 29.1％ 1015.05hPa
2017-05-05 15:39:52 31.2℃ 29.1％ 1014.99hPa
2017-05-05 15:40:15 31.2℃ 29.0％ 1014.98hPa
2017-05-05 15:40:37 31.2℃ 29.0％ 1014.94hPa
2017-05-05 15:41:04 31.2℃ 29.0％ 1015.00hPa
2017-05-05 15:41:27 31.1℃ 28.9％ 1014.94hPa
2017-05-05 15:41:54 31.1℃ 28.9％ 1015.00hPa
2017-05-05 15:42:16 31.1℃ 28.9％ 1014.97hPa
2017-05-05 15:42:44 31.2℃ 28.9％ 1014.98hPa
2017-05-05 15:43:06 31.2℃ 29.0％ 1014.99hPa
2017-05-05 15:43:28 31.2℃ 28.9％ 1014.99hPa
2017-05-05 15:43:51 31.2℃ 28.9％ 1014.96hPa
2017-05-05 15:44:13 31.2℃ 28.8％ 1014.91hPa
2017-05-05 15:44:35 31.3℃ 28.8％ 1014.94hPa
2017-05-05 15:44:58 31.3℃ 28.8％ 1014.96hPa
2017-05-05 15:45:20 31.2℃ 28.8％ 1015.00hPa
2017-05-05 15:45:42 31.2℃ 28.8％ 1014.90hPa
2017-05-05 15:46:05 31.3℃ 28.7％ 1014.94hPa
2017-05-05 15:46:27 31.3℃ 28.8％ 1014.92hPa
2017-05-05 15:46:49 31.3℃ 28.7％ 1014.93hPa
2017-05-05 15:47:11 31.3℃ 28.6％ 1014.94hPa
2017-05-05 15:47:34 31.3℃ 28.6％ 1014.94hPa
2017-05-05 15:47:56 31.2℃ 28.6％ 1015.00hPa
2017-05-05 15:48:21 31.3℃ 28.6％ 1014.95hPa
2017-05-05 15:48:43 31.3℃ 28.6％ 1014.99hPa
2017-05-05 15:49:06 31.2℃ 28.6％ 1015.03hPa
2017-05-05 15:49:28 31.3℃ 28.6％ 1015.03hPa
2017-05-05 15:49:55 31.3℃ 28.5％ 1014.99hPa
2017-05-05 15:50:18 31.3℃ 28.5％ 1015.10hPa
2017-05-05 15:50:40 31.4℃ 28.5％ 1015.01hPa
2017-05-05 15:51:02 31.4℃ 28.5％ 1015.04hPa
2017-05-05 15:51:24 31.4℃ 28.5％ 1015.02hPa
2017-05-05 15:51:47 31.3℃ 28.5％ 1015.03hPa
2017-05-05 15:52:12 31.4℃ 28.4％ 1014.97hPa
2017-05-05 15:52:34 31.3℃ 28.4％ 1015.00hPa
2017-05-05 15:52:56 31.4℃ 28.4％ 1014.97hPa
2017-05-05 15:53:19 31.3℃ 28.3％ 1015.01hPa
2017-05-05 15:53:41 31.3℃ 28.4％ 1015.04hPa
2017-05-05 15:54:03 31.4℃ 28.4％ 1015.08hPa
2017-05-05 15:54:25 31.4℃ 28.4％ 1015.03hPa
2017-05-05 15:54:47 31.4℃ 28.3％ 1014.99hPa
2017-05-05 15:55:10 31.3℃ 28.3％ 1015.08hPa
2017-05-05 15:55:32 31.5℃ 28.3％ 1014.96hPa
2017-05-05 15:55:54 31.4℃ 28.3％ 1015.02hPa
2017-05-05 15:56:17 31.4℃ 28.3％ 1015.00hPa
2017-05-05 15:56:39 31.4℃ 28.3％ 1014.95hPa
2017-05-05 15:57:01 31.4℃ 28.3％ 1015.01hPa
2017-05-05 15:57:24 31.4℃ 28.3％ 1014.94hPa
2017-05-05 15:57:46 31.3℃ 28.3％ 1014.96hPa
2017-05-05 15:58:08 31.4℃ 28.3％ 1014.92hPa
2017-05-05 15:58:30 31.4℃ 28.3％ 1014.94hPa
2017-05-05 15:58:53 31.3℃ 28.4％ 1015.00hPa
2017-05-05 15:59:15 31.4℃ 28.3％ 1015.02hPa
2017-05-05 15:59:37 31.4℃ 28.3％ 1015.03hPa
2017-05-05 16:00:00 31.4℃ 28.2％ 1015.02hPa
2017-05-05 16:00:22 31.4℃ 28.2％ 1014.99hPa
2017-05-05 16:00:44 31.4℃ 28.2％ 1014.97hPa
2017-05-05 16:01:07 31.4℃ 28.2％ 1014.95hPa
2017-05-05 16:01:29 31.4℃ 28.2％ 1014.99hPa
2017-05-05 16:01:51 31.4℃ 28.2％ 1015.01hPa
2017-05-05 16:02:14 31.4℃ 28.2％ 1015.02hPa
2017-05-05 16:02:36 31.4℃ 28.2％ 1014.99hPa
2017-05-05 16:02:58 31.4℃ 28.3％ 1014.99hPa
2017-05-05 16:03:21 31.4℃ 28.2％ 1014.95hPa
2017-05-05 16:03:43 31.4℃ 28.2％ 1015.04hPa
2017-05-05 16:04:05 31.4℃ 28.2％ 1014.99hPa
2017-05-05 16:04:27 31.3℃ 28.2％ 1015.06hPa
2017-05-05 16:04:50 31.3℃ 28.2％ 1015.05hPa
2017-05-05 16:05:15 31.4℃ 28.2％ 1015.00hPa
2017-05-05 16:05:37 31.4℃ 28.1％ 1015.02hPa
2017-05-05 16:05:59 31.5℃ 28.2％ 1015.00hPa
2017-05-05 16:06:22 31.3℃ 28.1％ 1014.96hPa
2017-05-05 16:06:44 31.4℃ 28.1％ 1014.93hPa
2017-05-05 16:07:06 31.5℃ 28.1％ 1014.96hPa
2017-05-05 16:07:28 31.5℃ 28.1％ 1014.94hPa
2017-05-05 16:07:51 31.4℃ 28.1％ 1015.00hPa
2017-05-05 16:08:13 31.3℃ 28.1％ 1015.02hPa
2017-05-05 16:08:35 31.4℃ 28.1％ 1015.04hPa
2017-05-05 16:08:58 31.3℃ 28.1％ 1014.95hPa
2017-05-05 16:09:20 31.4℃ 28.2％ 1014.99hPa
2017-05-05 16:09:42 31.4℃ 28.2％ 1015.05hPa
2017-05-05 16:10:07 31.5℃ 28.2％ 1014.99hPa
2017-05-05 16:10:29 31.4℃ 28.2％ 1014.98hPa
2017-05-05 16:10:52 31.5℃ 28.2％ 1015.07hPa
2017-05-05 16:11:14 31.4℃ 28.2％ 1015.00hPa
2017-05-05 16:11:36 31.5℃ 28.2％ 1015.00hPa
2017-05-05 16:11:59 31.4℃ 28.2％ 1014.99hPa
2017-05-05 16:12:21 31.4℃ 28.2％ 1015.01hPa
2017-05-05 16:12:43 31.4℃ 28.2％ 1015.03hPa
2017-05-05 16:13:06 31.4℃ 28.1％ 1015.00hPa
2017-05-05 16:13:30 31.4℃ 28.1％ 1015.02hPa
2017-05-05 16:13:53 31.4℃ 28.2％ 1014.96hPa
2017-05-05 16:14:18 31.4℃ 28.3％ 1015.05hPa
2017-05-05 16:14:40 31.4℃ 28.4％ 1015.01hPa
2017-05-05 16:15:05 31.5℃ 28.4％ 1015.04hPa
2017-05-05 16:15:27 31.5℃ 28.3％ 1015.05hPa
2017-05-05 16:15:49 31.5℃ 28.3％ 1015.05hPa
2017-05-05 16:16:12 31.4℃ 28.3％ 1015.07hPa
2017-05-05 16:16:34 31.5℃ 28.3％ 1014.96hPa
2017-05-05 16:16:56 31.5℃ 28.3％ 1015.04hPa
2017-05-05 16:17:19 31.5℃ 28.3％ 1014.99hPa
2017-05-05 16:17:43 31.6℃ 28.2％ 1015.05hPa
2017-05-05 16:18:06 31.4℃ 28.2％ 1015.08hPa
2017-05-05 16:18:31 31.4℃ 28.2％ 1015.01hPa
2017-05-05 16:18:53 31.5℃ 28.2％ 1015.02hPa
2017-05-05 16:19:15 31.5℃ 28.2％ 1015.07hPa
2017-05-05 16:19:37 31.5℃ 28.2％ 1015.06hPa
2017-05-05 16:20:05 31.5℃ 28.1％ 1015.04hPa
2017-05-05 16:20:30 31.5℃ 28.1％ 1015.03hPa
2017-05-05 16:20:52 31.5℃ 28.1％ 1015.08hPa
2017-05-05 16:21:14 31.6℃ 28.1％ 1014.99hPa
2017-05-05 16:21:37 31.5℃ 28.1％ 1014.98hPa
2017-05-05 16:21:59 31.6℃ 28.1％ 1015.05hPa
2017-05-05 16:22:21 31.6℃ 28.1％ 1015.05hPa
2017-05-05 16:22:43 31.6℃ 28.1％ 1015.01hPa
2017-05-05 16:23:06 31.7℃ 28.1％ 1015.01hPa
2017-05-05 16:23:28 31.6℃ 28.2％ 1015.04hPa
2017-05-05 16:23:53 31.6℃ 28.1％ 1015.01hPa
2017-05-05 16:24:15 31.6℃ 28.1％ 1015.06hPa
2017-05-05 16:24:38 31.6℃ 28.1％ 1015.00hPa
2017-05-05 16:25:00 31.7℃ 28.1％ 1015.00hPa
2017-05-05 16:25:22 31.6℃ 28.1％ 1015.01hPa
2017-05-05 16:25:50 31.6℃ 28.1％ 1014.96hPa
2017-05-05 16:26:14 31.7℃ 28.1％ 1014.96hPa
2017-05-05 16:26:39 31.7℃ 28.1％ 1014.96hPa
2017-05-05 16:27:04 31.7℃ 28.2％ 1015.01hPa
2017-05-05 16:27:26 31.6℃ 28.1％ 1014.99hPa
2017-05-05 16:27:49 31.6℃ 28.1％ 1015.03hPa
2017-05-05 16:28:11 31.6℃ 28.1％ 1015.08hPa
2017-05-05 16:28:33 31.7℃ 28.1％ 1015.04hPa
2017-05-05 16:28:56 31.7℃ 28.2％ 1015.06hPa
2017-05-05 16:29:18 31.7℃ 28.2％ 1015.02hPa
2017-05-05 16:29:40 31.6℃ 28.2％ 1015.06hPa
2017-05-05 16:30:03 31.7℃ 28.2％ 1015.08hPa
2017-05-05 16:30:25 31.7℃ 28.2％ 1015.05hPa
2017-05-05 16:30:47 31.7℃ 28.3％ 1014.99hPa
2017-05-05 16:31:12 31.7℃ 28.2％ 1014.99hPa
2017-05-05 16:31:34 31.7℃ 28.2％ 1015.03hPa
2017-05-05 16:31:57 31.7℃ 28.2％ 1015.05hPa
2017-05-05 16:32:19 31.6℃ 28.2％ 1014.98hPa
2017-05-05 16:32:41 31.7℃ 28.3％ 1015.07hPa
2017-05-05 16:33:04 31.7℃ 28.2％ 1014.94hPa
2017-05-05 16:33:26 31.6℃ 28.2％ 1015.03hPa
2017-05-05 16:33:48 31.7℃ 28.2％ 1015.05hPa
2017-05-05 16:34:10 31.7℃ 28.2％ 1014.95hPa
2017-05-05 16:34:33 31.7℃ 28.2％ 1015.02hPa
2017-05-05 16:34:55 31.6℃ 28.2％ 1015.02hPa
2017-05-05 16:35:17 31.7℃ 28.2％ 1015.02hPa
2017-05-05 16:35:40 31.7℃ 28.2％ 1014.98hPa
2017-05-05 16:36:02 31.7℃ 28.2％ 1015.04hPa
2017-05-05 16:36:24 31.7℃ 28.2％ 1015.05hPa
2017-05-05 16:36:47 31.7℃ 28.2％ 1015.06hPa
2017-05-05 16:37:09 31.6℃ 28.2％ 1014.94hPa
2017-05-05 16:37:31 31.7℃ 28.2％ 1014.97hPa
2017-05-05 16:37:54 31.7℃ 28.1％ 1014.96hPa
2017-05-05 16:38:16 31.7℃ 28.2％ 1015.11hPa
2017-05-05 16:38:38 31.7℃ 28.2％ 1015.08hPa
2017-05-05 16:39:03 31.8℃ 28.2％ 1015.05hPa
2017-05-05 16:39:25 31.7℃ 28.2％ 1015.08hPa
2017-05-05 16:39:48 31.8℃ 28.2％ 1015.09hPa
2017-05-05 16:40:10 31.7℃ 28.2％ 1015.09hPa
2017-05-05 16:40:32 31.7℃ 28.2％ 1015.07hPa
2017-05-05 16:40:55 31.7℃ 28.1％ 1015.12hPa
2017-05-05 16:41:17 31.7℃ 28.2％ 1015.15hPa
2017-05-05 16:41:39 31.7℃ 28.2％ 1015.15hPa
2017-05-05 16:42:01 31.8℃ 28.2％ 1015.13hPa
2017-05-05 16:42:24 31.8℃ 28.1％ 1015.05hPa
2017-05-05 16:42:46 31.8℃ 28.2％ 1015.15hPa
2017-05-05 16:43:08 31.7℃ 28.2％ 1015.08hPa
2017-05-05 16:43:33 31.8℃ 28.2％ 1015.15hPa
2017-05-05 16:44:01 31.8℃ 28.1％ 1015.09hPa
2017-05-05 16:44:23 31.8℃ 28.1％ 1015.14hPa
2017-05-05 16:44:45 31.7℃ 28.1％ 1015.13hPa
2017-05-05 16:45:07 31.8℃ 28.1％ 1015.11hPa
2017-05-05 16:45:32 31.8℃ 28.1％ 1015.15hPa
2017-05-05 16:45:57 31.8℃ 28.1％ 1015.10hPa
2017-05-05 16:46:19 31.8℃ 28.0％ 1015.06hPa
2017-05-05 16:46:42 31.8℃ 28.0％ 1015.12hPa
2017-05-05 16:47:04 31.8℃ 28.1％ 1015.12hPa
2017-05-05 16:47:26 31.8℃ 28.1％ 1015.08hPa
2017-05-05 16:47:49 31.8℃ 28.1％ 1015.11hPa
2017-05-05 16:48:11 31.8℃ 28.1％ 1015.12hPa
2017-05-05 16:48:36 31.8℃ 28.0％ 1015.14hPa
2017-05-05 16:48:58 31.8℃ 28.0％ 1015.08hPa
2017-05-05 16:49:20 31.7℃ 28.0％ 1015.02hPa
2017-05-05 16:49:43 31.8℃ 28.0％ 1015.10hPa
2017-05-05 16:50:05 31.8℃ 28.0％ 1015.07hPa
2017-05-05 16:50:27 31.8℃ 28.0％ 1015.07hPa
2017-05-05 16:50:50 31.8℃ 27.9％ 1015.07hPa
2017-05-05 16:51:15 31.8℃ 27.9％ 1015.06hPa
2017-05-05 16:51:39 31.8℃ 27.9％ 1015.11hPa
2017-05-05 16:52:04 31.8℃ 27.9％ 1015.09hPa
2017-05-05 16:52:27 31.8℃ 27.9％ 1015.08hPa
2017-05-05 16:52:49 31.8℃ 27.9％ 1015.11hPa
2017-05-05 16:53:14 31.7℃ 27.9％ 1015.14hPa
2017-05-05 16:53:36 31.8℃ 27.8％ 1015.18hPa
2017-05-05 16:53:58 31.8℃ 27.8％ 1015.15hPa
2017-05-05 16:54:21 31.8℃ 27.8％ 1015.11hPa
2017-05-05 16:54:43 31.8℃ 27.8％ 1015.09hPa
2017-05-05 16:55:05 31.8℃ 27.8％ 1015.10hPa
2017-05-05 16:55:27 31.9℃ 27.8％ 1015.18hPa
2017-05-05 16:55:49 31.9℃ 27.8％ 1015.11hPa
2017-05-05 16:56:12 31.8℃ 27.8％ 1015.16hPa
2017-05-05 16:56:34 31.8℃ 27.8％ 1015.10hPa
2017-05-05 16:56:56 31.8℃ 27.8％ 1015.17hPa
2017-05-05 16:57:19 31.8℃ 27.8％ 1015.02hPa
2017-05-05 16:57:41 31.8℃ 27.8％ 1015.09hPa
2017-05-05 16:58:03 31.9℃ 27.8％ 1015.13hPa
2017-05-05 16:58:26 31.9℃ 27.8％ 1015.10hPa
2017-05-05 16:58:48 31.9℃ 27.7％ 1015.08hPa
2017-05-05 16:59:10 31.8℃ 27.7％ 1015.12hPa
2017-05-05 16:59:33 31.9℃ 27.7％ 1015.13hPa
2017-05-05 16:59:57 31.7℃ 27.6％ 1015.17hPa
2017-05-05 17:00:20 31.8℃ 27.6％ 1015.12hPa
2017-05-05 17:00:42 31.8℃ 27.6％ 1015.07hPa
2017-05-05 17:01:04 31.9℃ 27.6％ 1015.14hPa
2017-05-05 17:01:27 31.9℃ 27.6％ 1015.11hPa
2017-05-05 17:01:49 31.8℃ 27.6％ 1015.08hPa
2017-05-05 17:02:11 31.9℃ 27.7％ 1015.15hPa
2017-05-05 17:02:33 31.8℃ 27.6％ 1015.14hPa
2017-05-05 17:02:58 31.9℃ 27.6％ 1015.12hPa
2017-05-05 17:03:21 31.8℃ 27.6％ 1015.08hPa
2017-05-05 17:03:43 32.0℃ 27.7％ 1015.14hPa
2017-05-05 17:04:05 31.9℃ 27.6％ 1015.11hPa
2017-05-05 17:04:28 31.8℃ 27.6％ 1015.10hPa
2017-05-05 17:04:50 31.9℃ 27.6％ 1015.08hPa
2017-05-05 17:05:12 31.9℃ 27.6％ 1015.03hPa
2017-05-05 17:05:37 31.8℃ 27.7％ 1015.08hPa
2017-05-05 17:05:59 31.8℃ 27.7％ 1015.10hPa
2017-05-05 17:06:22 31.8℃ 27.7％ 1015.03hPa
2017-05-05 17:06:44 31.9℃ 27.6％ 1015.14hPa
2017-05-05 17:07:06 31.9℃ 27.6％ 1015.09hPa
2017-05-05 17:07:29 31.9℃ 27.6％ 1015.16hPa
2017-05-05 17:07:51 31.9℃ 27.6％ 1015.17hPa
2017-05-05 17:08:13 31.9℃ 27.6％ 1015.14hPa
2017-05-05 17:08:35 32.0℃ 27.6％ 1015.21hPa
2017-05-05 17:08:58 31.9℃ 27.6％ 1015.14hPa
2017-05-05 17:09:23 31.9℃ 27.6％ 1015.16hPa
2017-05-05 17:09:45 31.9℃ 27.5％ 1015.08hPa
2017-05-05 17:10:07 31.8℃ 27.5％ 1015.10hPa
2017-05-05 17:10:30 31.9℃ 27.5％ 1015.16hPa
2017-05-05 17:10:52 31.8℃ 27.4％ 1015.18hPa
2017-05-05 17:11:14 31.8℃ 27.4％ 1015.24hPa
2017-05-05 17:11:37 31.8℃ 27.3％ 1015.14hPa
2017-05-05 17:11:59 32.0℃ 27.3％ 1015.21hPa
2017-05-05 17:12:24 32.0℃ 27.3％ 1015.14hPa
2017-05-05 17:12:48 31.9℃ 27.3％ 1015.21hPa
2017-05-05 17:13:11 31.9℃ 27.3％ 1015.25hPa
2017-05-05 17:13:33 32.0℃ 27.2％ 1015.18hPa
2017-05-05 17:13:55 31.8℃ 27.2％ 1015.18hPa
2017-05-05 17:14:20 31.9℃ 27.2％ 1015.10hPa
2017-05-05 17:14:43 31.9℃ 27.2％ 1015.11hPa
2017-05-05 17:15:05 31.9℃ 27.2％ 1015.17hPa
2017-05-05 17:15:27 31.9℃ 27.2％ 1015.16hPa
